25	18	1340	1.4352336287187721
25	17	1103	1.427482887483446
25	17	923	1.4199653591769223
25	17	1166	1.4308150695877406
25	17	1128	1.42828619209463
25	17	1117	1.425015586573856
25	17	1116	1.436670588406175
25	17	1103	1.4285231300243173
25	17	1181	1.4311389477594838
25	17	1119	1.4324766237471795
25	17	1084	1.4292486663993489
25	17	1110	1.4323125309198537
25	17	1157	1.430154033299987
25	17	1239	1.4294806423676962
25	17	1104	1.4444212072533704
25	18	942	1.4148554508341868
26	17	938	1.4168338125956488
26	17	984	1.4387233022925732
26	17	982	1.4517074154536822
26	18	1086	1.4379536275147362
26	18	1072	1.4438217679302725
26	18	1090	1.4449574867260033
26	18	1043	1.436693193114746
26	18	1054	1.4336311024640906
26	18	1053	1.4339697482802363
26	18	1037	1.4561071173794056
26	18	1038	1.43541823999536
26	18	1093	1.4360042267084128
26	18	1095	1.4492479592092322
26	18	1061	1.4422745336564273
26	18	1091	1.4500323482372441
26	18	817	1.4352008558508964
27	17	1023	1.4304469139478284
27	17	1006	1.4478210111704624
27	18	850	1.43832492711858
27	18	1036	1.463212916209059
27	18	1055	1.4548616344711196
27	18	1076	1.4632156601784616
27	18	1075	1.4616447778443415
27	18	1094	1.453264205148003
27	18	1047	1.4641795838618656
27	18	1042	1.458031789685487
27	18	1062	1.4575979016091678
27	18	1077	1.463129697738588
27	18	1070	1.466322581421071
27	18	1048	1.4502464647384827
27	18	1056	1.4561231275906628
27	19	830	1.4439900323193744
28	17	961	1.459708275095607
28	155	1088	1.4654345650204943
28	19	1008	1.4557585441775913
28	19	1043	1.4807513788457998
28	19	1038	1.4702934115141153
28	18	1059	1.483464178676454
28	19	1008	1.4744834195861956
28	19	1039	1.4648753902185285
28	19	998	1.4681293879766388
28	19	994	1.4641290084437013
28	18	1071	1.4657750618977063
28	18	1057	1.4803370831260454
28	19	1067	1.473298970613703
28	18	1041	1.464705002473138
28	18	1041	1.470486488334747
28	19	785	1.4540704177914654
29	18	811	1.4607896133685792
29	19	960	1.4756591942064474
29	19	866	1.4855043872182954
29	19	1101	1.4758679239890815
29	19	1038	1.4758569726746902
29	19	1066	1.483826733355555
29	19	999	1.4782242735612459
29	19	1082	1.4836941455318404
29	19	1080	1.4883750749773377
29	19	1051	1.4860057879753303
29	20	1118	1.4853748338668908
29	19	1024	1.4825351580872743
29	19	1171	1.4935985532018894
29	19	1058	1.4897848570310246
29	19	1027	1.4872516633390997
29	20	734	1.4648536998537955
30	18	908	1.4800828359782476
30	19	805	1.498847817859086
30	17	797	1.5096420889399516
30	20	1001	1.4979305853058684
30	20	1010	1.492966600241786
30	20	1032	1.4955526270030155
30	20	962	1.4926370643400224
30	20	937	1.4973904961501314
30	21	1034	1.4969290511360427
30	20	921	1.4996440193660596
30	20	993	1.4952368152961086
30	20	1062	1.4892337707239673
30	20	1001	1.4955390221772291
30	20	965	1.4975023182472038
30	18	949	1.4939176270217167
30	20	729	1.4875632819801827
